"Obs_NM","DA_Obs","SRC_obs","Use_region","Gauge_nm","data_tp","Lat","Lon","HYD_STATUS"
15056400,634.5,USGS,1,"CHILKAT R AT GORGE NR KLUKWAN AK",<NA>,59.6274637,-135.9337827,<NA>
15056500,2048.7,USGS,1,"CHILKAT R NR KLUKWAN AK",<NA>,59.41494719,-135.9310198,<NA>
15056560,738.1,USGS,1,"KLEHINI R NR KLUKWAN AK",<NA>,59.412726,-135.998797,<NA>
15057580,25.4,USGS,1,"KAHTAHEENA R AB UPPER FALLS NR GUSTAVUS AK",<NA>,58.4432745,-135.6020974,<NA>
15057585,26.9,USGS,1,"KAHTAHEENA R BL UPPER FALLS NR GUSTAVUS AK",<NA>,58.4393856,-135.603764,<NA>
15057593,17.5,USGS,1,"RINK C NR GUSTAVUS AK",<NA>,58.4427161,-135.674047,<NA>
15057596,86,USGS,1,"SALMON R AT GUSTAVUS AK",<NA>,58.44465728,-135.7418302,<NA>
15058000,17.1,USGS,1,"PURPLE LK OUTLET NR METLAKATLA AK",<NA>,55.09965956,-131.4350125,<NA>
15059500,13.2,USGS,1,"WHIPPLE C NR WARD COVE AK",<NA>,55.44131048,-131.7955717,<NA>
15062000,32.1,USGS,1,"WARD C NR WACKER AK",<NA>,55.4302044,-131.6683522,<NA>
15064000,32.6,USGS,1,"KETCHIKAN C AT KETCHIKAN AK",<NA>,55.34409828,-131.636408,<NA>
15066000,15,USGS,1,"BEAVER FALLS C NR KETCHIKAN AK",<NA>,55.38159796,-131.4752998,<NA>
15068000,14.8,USGS,1,"MAHONEY C NR KETCHIKAN AK",<NA>,55.42576207,-131.5127992,<NA>
15068040,20.5,USGS,1,"LEASK CREEK AT SHELTER COVE NR KETCHIKAN AK",<NA>,55.51909057,-131.5244658,<NA>
15070000,92.5,USGS,1,"SWAN LK NR KETCHIKAN AK",<NA>,55.61464737,-131.3389167,<NA>
15072200,48.2,USGS,1,"SEA LEVEL C NR KETCHIKAN AK",<NA>,55.3677156,-131.1858605,<NA>
15074000,47.9,USGS,1,"ELLA C NR KETCHIKAN AK",<NA>,55.5052144,-131.02531,<NA>
15076000,89.4,USGS,1,"MANZANITA C NR KETCHIKAN AK",<NA>,55.5996568,-130.9850349,<NA>
15078000,81.1,USGS,1,"GRACE C NR KETCHIKAN AK",<NA>,55.6574329,-130.9722582,<NA>
15079800,15.5,USGS,1,"KLU C NR BELL ISLAND AK",<NA>,55.8413035,-131.423915,<NA>
15080500,53.9,USGS,1,"TRAITORS R NR BELL ISLAND AK",<NA>,55.7326942,-131.5016912,<NA>
15081490,15,USGS,1,"YATUK C NR KLAWOCK AK",<NA>,55.8988082,-133.146713,<NA>
15081497,126.6,USGS,1,"STANEY C NR KLAWOCK AK",<NA>,55.8010287,-133.1103222,<NA>
15081610,17.2,USGS,1,"THREEMILE C NR KLAWOCK AK",<NA>,55.5346476,-132.9563845,<NA>
15081611,20.8,USGS,1,"THREEMILE C BL HY NR KLAWOCK AK",<NA>,55.531317,-132.9863895,<NA>
15081614,12.4,USGS,1,"HALFMILE C AB DIVERSION NR KLAWOCK AK",<NA>,55.55687287,-133.0186197,<NA>
15081615,12.8,USGS,1,"HALFMILE C BL DIVERSION NR KLAWOCK AK",<NA>,55.5527072,-133.0263989,<NA>
15081616,13.6,USGS,1,"HALFMILE C BL HY NR KLAWOCK AK",<NA>,55.5493745,-133.0305662,<NA>
15081620,119.4,USGS,1,"KLAWAK R NR KLAWOCK AK",<NA>,55.54909808,-133.046125,<NA>
15081800,44.8,USGS,1,"NB TROCADERO C NR HYDABURG AK",<NA>,55.3610371,-132.873865,<NA>
15081890,23.3,USGS,1,"NATZUHINI C NR HYDABURG AK",<NA>,55.28798107,-132.8233103,<NA>
15081995,11.7,USGS,1,"REYNOLDS C BL LK MELLEN NR HYDABURG AK",<NA>,55.2177027,-132.5822164,<NA>
15084000,10.1,USGS,1,"MYRTLE C AT NIBLACK AK",<NA>,55.066318,-132.134983,<NA>
15085100,16.3,USGS,1,"OLD TOM C NR KASAAN AK",<NA>,55.3951944,-132.4086268,<NA>
15085200,43.5,USGS,1,"DOG SALMON C NR HOLLIS AK",<NA>,55.3446419,-132.508343,<NA>
15085300,22.9,USGS,1,"CABIN C NR KASAAN AK",<NA>,55.42186107,-132.4794559,<NA>
15085330,27.2,USGS,1,"OLD FRANKS C NR KASAAN AK",<NA>,55.392146,-132.6216564,<NA>
15085600,24.3,USGS,1,"INDIAN C NR HOLLIS AK",<NA>,55.44908906,-132.6963705,<NA>
15085700,74.3,USGS,1,"HARRIS R NR HOLLIS AK",<NA>,55.4626997,-132.7047029,<NA>
15085800,38.3,USGS,1,"MAYBESO C AT HOLLIS AK",<NA>,55.490199,-132.676926,<NA>
15086000,152.8,USGS,1,"KARTA R NR KASAAN AK",<NA>,55.56352398,-132.5849949,<NA>
15086225,101,USGS,1,"HATCHERY C AT FOREST SVC RD 23 NR COFFMAN COVE AK",<NA>,55.9086111,-132.9308333,<NA>
15086250,11,USGS,1,"COFFMAN C NR COFFMAN COVE AK",<NA>,55.9915763,-132.8716879,<NA>
15086500,42.5,USGS,1,"NECK C NR POINT BAKER AK",<NA>,56.09825466,-133.1406038,<NA>
15086600,31.3,USGS,1,"BIG C NR POINT BAKER AK",<NA>,56.1313112,-133.1506053,<NA>
15086900,28.2,USGS,1,"RED C NR POINT BAKER AK",<NA>,56.2596429,-133.3278397,<NA>
15086910,17,USGS,1,"NAVY LK OUTLET NR MEYERS CHUCK AK",<NA>,56.0674176,-132.4266854,<NA>
15087565,39.9,USGS,1,"GUNNUK C NR KAKE AK",<NA>,56.97902778,-133.9300278,<NA>
15087570,173,USGS,1,"HAMILTON C NR KAKE AK",<NA>,56.87216067,-133.6767336,<NA>
15087585,24.9,USGS,1,"TWELVEMILE C NR PETERSBURG AK",<NA>,56.9682723,-133.06978,<NA>
15087595,112.9,USGS,1,"KADAKE C NR KAKE AK",<NA>,56.7788259,-134.0133926,<NA>
15087610,82.9,USGS,1,"NAKWASINA R NR SITKA AK",<NA>,57.2599243,-135.3334275,<NA>
15087618,11.1,USGS,1,"STARRIGAVAN C AT UPPER BRIDGE NR SITKA AK",<NA>,57.12491678,-135.3334277,<NA>
15087690,26.7,USGS,1,"INDIAN R NR SITKA AK",<NA>,57.06658247,-135.2967628,<NA>
15087700,31.3,USGS,1,"INDIAN R AT SITKA AK",<NA>,57.05297119,-135.3162085,<NA>
15087810,98.4,USGS,1,"SAWMILL C BL U TAILRACE NR SITKA AK",<NA>,57.0607496,-135.211484,<NA>
15088000,100.2,USGS,1,"SAWMILL C NR SITKA AK",<NA>,57.0510267,-135.2295402,<NA>
15090000,72.8,USGS,1,"GREEN LK NR SITKA AK",<NA>,56.9868572,-135.1120413,<NA>
15092000,67.3,USGS,1,"MAKSOUTOF R NR PORT ALEXANDER AK",<NA>,56.506575,-134.96975,<NA>
15093600,12.4,USGS,1,"EB LOVERS COVE C DIVERSION NR BIG PORT WALTER AK",<NA>,56.3921273,-134.7148299,<NA>
15094000,19.4,USGS,1,"DEER LK OUTLET NR PORT ALEXANDER AK",<NA>,56.51907976,-134.671208,<NA>
15096000,73.8,USGS,1,"COAL C NR BARANOF AK",<NA>,57.01632549,-134.7850853,<NA>
15098000,82.6,USGS,1,"BARANOF R AT BARANOF AK",<NA>,57.08715856,-134.8434192,<NA>
15099900,28,USGS,1,"TAKATZ C AT TAKATZ LAKE OUTLET NR BARANOF AK",<NA>,57.1310482,-134.8875862,<NA>
15100000,45.1,USGS,1,"TAKATZ C NR BARANOF AK",<NA>,57.1427162,-134.8656418,<NA>
15101490,23.1,USGS,1,"GREENS C AT GREENS CREEK MINE NR JUNEAU AK",<NA>,58.08299837,-134.6334448,<NA>
15101500,58.5,USGS,1,"GREENS C NR JUNEAU AK",<NA>,58.08799687,-134.7487297,<NA>
15101600,147.9,USGS,1,"WHEELER C NR DOUGLAS AK",<NA>,58.02994069,-134.7706738,<NA>
15101800,140.6,USGS,1,"FISHERY C NR ANGOON AK",<NA>,57.7621644,-134.7076069,<NA>
15102000,145.6,USGS,1,"HASSELBORG C NR ANGOON AK",<NA>,57.660774,-134.2503567,<NA>
15102350,22.4,USGS,1,"N ARM C NR ANGOON AK",<NA>,57.3963298,-134.325078,<NA>
15104000,18.4,USGS,1,"PORCUPINE R NR CHICHAGOF AK",<NA>,57.8343438,-136.3421155,<NA>
15106000,16.8,USGS,1,"FALLS C NR CHICHAGOF AK",<NA>,57.8024015,-136.3046119,<NA>
15106100,63.5,USGS,1,"BLACK R NR PELICAN AK",<NA>,57.704905,-136.0946057,<NA>
15106920,26.7,USGS,1,"KADASHAN R AB HOOK C NR TENAKEE AK",<NA>,57.662435,-135.1867819,<NA>
15106940,11.7,USGS,1,"HOOK C AB TR NR TENAKEE AK",<NA>,57.6771584,-135.130113,<NA>
15106960,20.7,USGS,1,"HOOK C NR TENAKEE AK",<NA>,57.6724353,-135.1795588,<NA>
15106980,38.3,USGS,1,"TONALITE C NR TENAKEE AK",<NA>,57.6779902,-135.2231705,<NA>
15107000,99.2,USGS,1,"KADASHAN R NR TENAKEE AK",<NA>,57.69493509,-135.2181689,<NA>
15107920,33.4,USGS,1,"INDIAN R NR TENAKEE AK",<NA>,57.83021318,-135.268446,<NA>
15108000,62.9,USGS,1,"PAVLOF R NR TENAKEE AK",<NA>,57.8413277,-135.0376135,<NA>
15108250,116.8,USGS,1,"GAME C NR HOONAH AK",<NA>,58.0502128,-135.4909688,<NA>
15108290,43.3,USGS,1,"GOS C NR ELFIN COVE AK",<NA>,58.1965921,-136.053763,<NA>
15129000,27168.8,USGS,1,"ALSEK R NR YAKUTAT AK",<NA>,59.39471189,-138.083688,<NA>
15129120,28489.7,USGS,1,"ALSEK R AT DRY BAY NR YAKUTAT AK",<NA>,59.1928056,-138.3339167,<NA>
15129280,65.8,USGS,1,"ITALIO R AB MOUTH NR YAKUTAT AK",<NA>,59.30202778,-139.0456944,<NA>
15129500,91.9,USGS,1,"SITUK R NR YAKUTAT AK",<NA>,59.58636636,-139.4941877,<NA>
15129510,12.4,USGS,1,"OLD SITUK R NR YAKUTAT AK",<NA>,59.5702565,-139.4400197,<NA>
15129600,11.7,USGS,1,"OPHIR C NR YAKUTAT AK",<NA>,59.52358729,-139.7452729,<NA>
15193500,17.2,USGS,1,"CLEAR C NR CORDOVA AK",<NA>,60.4042026,-144.0292154,<NA>
15195000,20.5,USGS,1,"DICK C NR CORDOVA AK",<NA>,60.3416822,-144.3047573,<NA>
15198500,44.5,USGS,1,"STATION C NR MENTASTA AK",<NA>,62.9318474,-143.6705376,<NA>
15198600,846.9,USGS,1,"SLANA R NR MENTASTA AK",<NA>,62.8579562,-143.6855278,<NA>
15198700,1810.4,USGS,1,"SLANA R NR SLANA AK",<NA>,62.7054443,-143.9452345,<NA>
15199000,11.1,USGS,1,"COPPER R TR NR SLANA AK",<NA>,62.7196021,-144.2427407,<NA>
15199300,242.9,USGS,1,"TULSONA C NR GAKONA AK",<NA>,62.4311111,-144.9675,<NA>
15199500,432.3,USGS,1,"SINONA C NR CHISTOCHINA AK",<NA>,62.5906967,-144.6488398,<NA>
15200000,1605.8,USGS,1,"GAKONA R AT GAKONA AK",<NA>,62.30121279,-145.3077114,<NA>
15200170,25.1,USGS,1,"FISH C AT MI191 RICH HWY NR PAXSON AK",<NA>,63.10180527,-145.4900019,<NA>
15200270,205.6,USGS,1,"SOURDOUGH C AT SOURDOUGH AK",<NA>,62.5290036,-145.5166263,<NA>
15200280,4558.4,USGS,1,"GULKANA R AT SOURDOUGH AK",<NA>,62.5203918,-145.5330154,<NA>
15200400,5091.9,USGS,1,"GULKANA R AT GULKANA AK",<NA>,62.268429,-145.38271,<NA>
15201100,21.5,USGS,1,"L NELCHINA R TR NR EUREKA LODGE AK",<NA>,61.9875548,-147.011637,<NA>
15201900,18.4,USGS,1,"MOOSE C TR AT GLENNALLEN AK",<NA>,62.1084212,-145.5179877,<NA>
15202000,6889.3,USGS,1,"TAZLINA R NR GLENNALLEN AK",<NA>,62.05508477,-145.4282607,<NA>
15206000,2302.5,USGS,1,"KLUTINA R AT COPPER CENTER AK",<NA>,61.9523018,-145.3076939,<NA>
15207800,60.1,USGS,1,"L TONSINA R NR TONSINA AK",<NA>,61.47978829,-145.1534817,<NA>
15208000,1090.4,USGS,1,"TONSINA R AT TONSINA AK",<NA>,61.66090357,-145.186003,<NA>
15208100,186.2,USGS,1,"SQUIRREL C AT TONSINA AK",<NA>,61.66757058,-145.1760035,<NA>
15208180,120.7,USGS,1,"WILLOW C NR COPPER CENTER AK",<NA>,61.8259078,-145.214626,<NA>
15208200,43.3,USGS,1,"ROCK C NR TONSINA AK",<NA>,61.7584059,-145.15601,<NA>
15208500,34.2,USGS,1,"FIVEMILE C NR CHITINA AK",<NA>,61.5814702,-144.4382082,<NA>
15209000,80.5,USGS,1,"CHITITU C NR MAY CREEK AK",<NA>,61.369564,-142.6826124,<NA>
15209100,29.3,USGS,1,"MAY C NR MAY CREEK AK",<NA>,61.34456318,-142.6989987,<NA>
15209700,911.7,USGS,1,"WF KENNICOTT R AT MCCARTHY AK",<NA>,61.43372656,-142.9426256,<NA>
15210000,203.8,USGS,1,"MC CARTHY C NR MC CARTHY AK",<NA>,61.4301157,-142.9298473,<NA>
15210025,197.4,USGS,1,"MC CARTHY C AT MC CARTHY AK",<NA>,61.431227,-142.9192917,<NA>
15210200,365.2,USGS,1,"LAKINA R NR MCCARTHY AK",<NA>,61.3745488,-143.3492918,<NA>
15210260,23.2,USGS,1,"LONG LAKE TRIB 1 150 FT AB MOUTH NR MCCARTHY AK",<NA>,61.3872222,-143.246111,<NA>
15210300,28.5,USGS,1,"LONG LAKE C AT MCCARTHY RD NR MCCARTHY AK",<NA>,61.3781609,-143.3123469,<NA>
15210600,133.6,USGS,1,"GILAHINA R AT MCCARTHY RD NR CHITINA AK",<NA>,61.4381516,-143.7187445,<NA>
15210700,101.5,USGS,1,"CHOKOSNA R AT MCCARTHY RD NR CHITINA AK",<NA>,61.4553728,-143.7640242,<NA>
15211500,143.5,USGS,1,"TEBAY R NR CHITINA AK",<NA>,61.2314725,-144.1992858,<NA>
15211700,59.8,USGS,1,"STRELNA C NR CHITINA AK",<NA>,61.510644,-144.0687534,<NA>
15211900,119.1,USGS,1,"O'BRIEN C NR CHITINA AK",<NA>,61.4825787,-144.4584803,<NA>
15212000,53793.8,USGS,1,"COPPER R NR CHITINA AK",<NA>,61.46507857,-144.4579232,<NA>
15212500,24.9,USGS,1,"BOULDER C NR TIEKEL AK",<NA>,61.3350587,-145.3092974,<NA>
15212600,321.2,USGS,1,"TIEKEL R NR TIEKEL AK",<NA>,61.28172847,-145.2751214,<NA>
15212940,42,USGS,1,"PTARMIGAN C NR VALDEZ AK",<NA>,61.17699256,-145.6692667,<NA>
15213000,18.5,USGS,1,"CASCADE C NR VALDEZ AK",<NA>,61.1963056,-145.5519444,<NA>
15213400,97.6,USGS,1,"STUART C NR TIEKEL AK",<NA>,61.25839567,-145.2837285,<NA>
15214000,62237.1,USGS,1,"COPPER R AT MILLION DOLLAR BRIDGE NR CORDOVA AK",<NA>,60.6711432,-144.7467135,<NA>
15305950,105.2,USGS,1,"TAYLOR C NR CHICKEN AK",<NA>,63.9071687,-142.2183763,<NA>
15306000,3988.6,USGS,1,"DENNISON FORK NR CHICKEN AK",<NA>,64.04967259,-141.9022777,<NA>
15308000,489.5,USGS,1,"KECHUMSTUK C NR CHICKEN AK",<NA>,64.01632768,-142.5689368,<NA>
15310000,2134.1,USGS,1,"MOSQUITO FORK BL KECHUMSTUK C NR CHICKEN AK",<NA>,64.0161111,-142.5447222,<NA>
15310002,2191.1,USGS,1,"MOSQUITO FORK 2 MI BL KECHUMSTUK C NR CHICKEN AK",<NA>,64.0344444,-142.5283333,<NA>
15314000,19.1,USGS,1,"WALKER FORK AT POKER CREEK AK",<NA>,64.0496932,-141.035592,<NA>
15316000,40.9,USGS,1,"WALKER FORK AT BOUNDARY AK",<NA>,64.0663568,-141.135598,<NA>
15318000,181.8,USGS,1,"WALKER FORK NR BOUNDARY AK",<NA>,64.0663528,-141.302272,<NA>
15320000,59.8,USGS,1,"WADE C NR JACK WADE AK",<NA>,64.11828988,-141.5503391,<NA>
15320100,10.9,USGS,1,"WADE C TRIB NR CHICKEN AK",<NA>,64.1180119,-141.5558947,<NA>
15322000,34.4,USGS,1,"NAPOLEON C NR FRANKLIN AK",<NA>,64.0996741,-141.7522823,<NA>
15324000,8236.1,USGS,1,"SF FORTYMILE R AT FRANKLIN AK",<NA>,64.1496725,-141.7856204,<NA>
15328000,23.6,USGS,1,"FORTYFIVE PUP NR FRANKLIN AK",<NA>,64.19966789,-142.1189552,<NA>
15330000,1942.5,USGS,1,"NF FORTYMILE R AB MF NR FRANKLIN AK",<NA>,64.4668333,-142.21625,<NA>
15331000,2771.3,USGS,1,"MF FORTYMILE R NR MOUTH NR CHICKEN AK",<NA>,64.4708611,-142.2215,<NA>
15332000,23.3,USGS,1,"CONFEDERATE C NR FRANKLIN AK",<NA>,64.28299688,-142.3189606,<NA>
15334000,43,USGS,1,"HUTCHISON C BL CONFEDERATE C NR FRANKLIN AK",<NA>,64.2843858,-142.3189608,<NA>
15336000,15.3,USGS,1,"MONTANA C NR FRANKLIN AK",<NA>,64.3163293,-142.3522965,<NA>
15338000,75.1,USGS,1,"HUTCHISON C BL MONTANA C NR FRANKLIN AK",<NA>,64.3163297,-142.3189636,<NA>
15340000,5205.9,USGS,1,"NF FORTYMILE R NR FRANKLIN AK",<NA>,64.3496646,-142.0356374,<NA>
15341900,47.9,USGS,1,"NF KING SOLOMON C NR EAGLE AK",<NA>,64.54193268,-141.2522987,<NA>
15342000,140.4,USGS,1,"KING SOLOMON C AT LIBERTY AK",<NA>,64.4913778,-141.1925699,<NA>
15344000,15.5,USGS,1,"KING C NR DOME CREEK AK",<NA>,64.39357899,-141.4142452,<NA>
15346000,64.5,USGS,1,"DOME C NR DOME CREEK AK",<NA>,64.38303747,-141.2022869,<NA>
15347000,13.6,USGS,1,"BUCK C NR STEELE CREEK AK",<NA>,64.3166319,-141.422018,<NA>
15348000,15151.4,USGS,1,"FORTYMILE R NR STEELE CREEK AK",<NA>,64.3088552,-141.4045168,<NA>
15350000,32.4,USGS,1,"STEELE C AT STEELE CREEK AK",<NA>,64.2663607,-141.2856187,<NA>
15352000,63.2,USGS,1,"KAL C NR BONANZA BAR AK",<NA>,64.1496935,-141.1689376,<NA>
15354000,146.3,USGS,1,"CANYON C NR BONANZA BAR AK",<NA>,64.1663615,-141.1356032,<NA>
15356000,289041.2,USGS,1,"YUKON R AT EAGLE AK",<NA>,64.789168,-141.2000892,<NA>
15360000,219.6,USGS,1,"MISSION C NR EAGLE AK",<NA>,64.7997051,-141.4523216,<NA>
15362000,50.5,USGS,1,"WOLF C NR EAGLE AK",<NA>,64.76638009,-141.3356473,<NA>
15364000,62.4,USGS,1,"AMERICAN C NR GRAVEL GULCH AK",<NA>,64.6663724,-141.3689784,<NA>
15365000,14.2,USGS,1,"DISCOVERY F AMERICAN C NR EAGLE AK",<NA>,64.6608229,-141.3023075,<NA>
15366000,38.3,USGS,1,"DISCOVERY F AMERICAN C NR GRAVEL GULCH AK",<NA>,64.6663771,-141.3189754,<NA>
15368000,174.3,USGS,1,"AMERICAN C AT EAGLE AK",<NA>,64.7830548,-141.2356445,<NA>
15370000,334.1,USGS,1,"SEVENTYMILE R AB FLUME C NR CROOKED CREEK AK",<NA>,64.9996743,-142.4523433,<NA>
15372000,95.1,USGS,1,"FLUME C NR CROOKED CREEK AK",<NA>,64.9830067,-142.4523419,<NA>
15374000,30.6,USGS,1,"ALDER C NR CROOKED CREEK AK",<NA>,64.96634,-142.4023398,<NA>
15380000,32.6,USGS,1,"SONICKSON C NR CROOKED CREEK AK",<NA>,64.9163489,-141.8856573,<NA>
15382000,40.4,USGS,1,"WASHINGTON C NR CROOKED CREEK AK",<NA>,64.9330192,-141.852325,<NA>
15384000,1204.3,USGS,1,"SEVENTYMILE R NR CROOKED CREEK AK",<NA>,64.91635118,-141.8523246,<NA>
15386000,44.5,USGS,1,"CROOKED C AT CROOKED CREEK AK",<NA>,64.9330334,-141.6689984,<NA>
15388000,21.5,USGS,1,"FOX C NR CROOKED CREEK AK",<NA>,64.9330387,-141.585666,<NA>
15388030,2419,USGS,1,"NATION R NR NATION AK",<NA>,65.23943139,-141.6551518,<NA>
15388060,2807.5,USGS,1,"KANDIK R NR NATION AK",<NA>,65.3952435,-142.430455,<NA>
15388070,3045.8,USGS,1,"KANDIK R BL THREEMILE C NR NATION AK",<NA>,65.3852429,-142.4471206,<NA>
15389000,76171.2,USGS,1,"PORCUPINE R NR FORT YUKON AK",<NA>,66.9902637,-143.1404436,<NA>
15389100,108520,USGS,1,"PORCUPINE R 9.5MI AB MOUTH NR FORT YUKON AK",<NA>,66.6514678,-145.0991477,<NA>
15389310,21,USGS,1,"NF CHANDALAR R TR NR CHANDALAR CAMP AK",<NA>,68.1021083,-149.5294649,<NA>
15389500,24967.4,USGS,1,"CHANDALAR R NR VENETIE AK",<NA>,67.09656617,-147.1871195,<NA>
15389980,49.7,USGS,1,"PTARMIGAN C NR MOUTH NR CENTRAL AK",<NA>,65.43962178,-145.528567,<NA>
15390000,10.6,USGS,1,"MASTADON F EAGLE C NR MILLER HOUSE AK",<NA>,65.44962428,-145.4024549,<NA>
15392000,231,USGS,1,"BIRCH C AB TWELVEMILE C NR MILLER HOUSE AK",<NA>,65.3921157,-145.7149559,<NA>
15393900,60.1,USGS,1,"NF TWELVEMILE C NR MILLER HOUSE AK",<NA>,65.4004487,-145.7407908,<NA>
15394000,365.2,USGS,1,"BIRCH C BL TWELVEMILE C NR MILLER HOUSE AK",<NA>,65.3801705,-145.7330107,<NA>
15395900,21,USGS,1,"UPPER FRYINGPAN C NR CENTRAL AK",<NA>,65.3265629,-145.5527223,<NA>
15396000,38.1,USGS,1,"FRYINGPAN C NR MILLER HOUSE AK",<NA>,65.321285,-145.5529995,<NA>
15396100,53.4,USGS,1,"FRYINGPAN C AT MOUTH NR CENTRAL AK",<NA>,65.28239499,-145.561607,<NA>
15397500,48.2,USGS,1,"GREAT UNKNOWN C NR CENTRAL AK",<NA>,65.2935101,-145.4024362,<NA>
15397700,52.8,USGS,1,"EF GREAT UNKNOWN C NR CENTRAL AK",<NA>,65.2929548,-145.3913247,<NA>
15398000,106.7,USGS,1,"GREAT UNKNOWN C NR MILLER HOUSE AK",<NA>,65.266287,-145.4191004,<NA>
15400000,973.8,USGS,1,"BIRCH C BL GREAT UNKNOWN C NR MILLER HOUSE AK",<NA>,65.266287,-145.4177115,<NA>
15402000,55.9,USGS,1,"LAWSON C NR CHENA HOT SPRINGS AK",<NA>,65.13294959,-145.4857567,<NA>
15403000,14.5,USGS,1,"VOLCANO C NR CENTRAL AK",<NA>,65.13544979,-145.4799233,<NA>
15404000,120.2,USGS,1,"CLUMS F NR CHENA HOT SPRINGS AK",<NA>,65.1343385,-145.4857568,<NA>
15404800,52.8,USGS,1,"ANVIL C NR CENTRAL AK",<NA>,65.2112904,-145.2426996,<NA>
15406000,1554,USGS,1,"BIRCH C BL CLUMS F NR MILLER HOUSE AK",<NA>,65.26629359,-145.1357592,<NA>
15407200,23.6,USGS,1,"SF HARRISON C NR CENTRAL AK",<NA>,65.3640698,-145.2593856,<NA>
15407500,185.4,USGS,1,"HARRISON C NR CENTRAL AK",<NA>,65.3788012,-144.8352137,<NA>
15408000,2261,USGS,1,"BIRCH C NR CIRCLE SPRINGS AK",<NA>,65.31630488,-144.5690945,<NA>
15410000,27.5,USGS,1,"BUCKLEY BAR C NR CIRCLE SPRINGS AK",<NA>,65.3163049,-144.5704834,<NA>
15414000,46.1,USGS,1,"PORCUPINE C AB DITCH INTAKE NR MILLER HOUSE AK",<NA>,65.56629278,-145.4524697,<NA>
15418000,46.1,USGS,1,"PORCUPINE C BL DITCH INTAKE NR MILLER HOUSE AK",<NA>,65.56629277,-145.4530253,<NA>
15420000,20.5,USGS,1,"BONANZA C AB DITCH INTAKE NR MILLER HOUSE AK",<NA>,65.5162924,-145.4024632,<NA>
15428000,20.5,USGS,1,"BONANZA C BL DITCH INTAKE NR MILLER HOUSE AK",<NA>,65.5168479,-145.4024633,<NA>
15430000,103.3,USGS,1,"PORCUPINE C BL BONANZA C NR MILLER HOUSE AK",<NA>,65.5496289,-145.2691315,<NA>
15432000,22.3,USGS,1,"INDEPENDENCE C NR MILLER HOUSE AK",<NA>,65.4829617,-145.2191223,<NA>
15436000,27.2,USGS,1,"MILLER C NR MILLER HOUSE AK",<NA>,65.5162959,-145.2191265,<NA>
15438000,96.1,USGS,1,"MAMMOTH C AT MILLER HOUSE AK",<NA>,65.5482422,-145.1774627,<NA>
15438500,25.6,USGS,1,"BEDROCK C NR CENTRAL AK",<NA>,65.5574112,-145.0930175,<NA>
15439800,83.9,USGS,1,"BOULDER C NR CENTRAL AK",<NA>,65.5676935,-144.8894025,<NA>
15440000,417,USGS,1,"CROOKED C AT CENTRAL AK",<NA>,65.5718619,-144.8024578,<NA>
15442000,55.2,USGS,1,"DEADWOOD C NR CENTRAL AK",<NA>,65.4829695,-144.8691146,<NA>
15442500,44.8,USGS,1,"QUARTZ C NR CENTRAL AK",<NA>,65.6188122,-144.4844045,<NA>
15444000,28.2,USGS,1,"PORTAGE C NR CIRCLE SPRINGS AK",<NA>,65.44963858,-144.619113,<NA>
15446000,5568.4,USGS,1,"BIRCH C NR CIRCLE AK",<NA>,65.7107629,-144.3358018,<NA>
15448000,29.5,USGS,1,"BACHELOR C NR MILLER HOUSE AK",<NA>,65.44961087,-146.069137,<NA>
15450000,51.8,USGS,1,"NOME C NR CHATANIKA AK",<NA>,65.34959687,-146.7024733,<NA>
15452000,196.8,USGS,1,"NOME C AB OPHIR C NR CHATANIKA AK",<NA>,65.3662569,-147.0691454,<NA>
15452100,3315.2,USGS,1,"BEAVER C AB VICTORIA C NR BEAVER AK",<NA>,65.805163,-146.6511339,<NA>
15452300,6164.1,USGS,1,"BEAVER C NR MICHEL LK NR BEAVER AK",<NA>,66.2212817,-146.7647463,<NA>
15453481,10.4,USGS,1,"WF DALL R TR NR STEVENS VILLAGE AK",<NA>,66.2975984,-150.3887352,<NA>
15453500,502455.2,USGS,1,"YUKON R NR STEVENS VILLAGE AK",<NA>,65.8751013,-149.7203487,<NA>
15453600,310.8,USGS,1,"NO NAME C NR STEVENS VILLAGE AK",<NA>,66.11787588,-150.1670465,<NA>
15453610,19.2,USGS,1,"RAY R TR NR STEVENS VILLAGE AK",<NA>,65.94870988,-149.9178592,<NA>
15457700,67.6,USGS,1,"ERICKSON C NR LIVENGOOD AK",<NA>,65.5745586,-148.9408546,<NA>
15457790,75.1,USGS,1,"GOLDSTREAM C BL ALABAM C NR LIVENGOOD AK",<NA>,65.574,-148.3878556,<NA>
15457800,1727.5,USGS,1,"HESS C NR LIVENGOOD AK",<NA>,65.66483428,-149.0989254,<NA>
15457980,22,USGS,1,"QUAIL C NR RAMPART AK",<NA>,65.34953378,-149.8691695,<NA>
15457990,52.3,USGS,1,"QUAIL C AT MOUTH NR RAMPART AK",<NA>,65.3495367,-149.7525014,<NA>
15458000,111.9,USGS,1,"TROUBLESOME C NR RAMPART AK",<NA>,65.3509256,-149.7525016,<NA>
15460000,66.6,USGS,1,"HOOSIER C NR RAMPART AK",<NA>,65.4328633,-150.069183,<NA>
15462000,336.7,USGS,1,"MINOOK C NR RAMPART AK",<NA>,65.4661956,-150.1191874,<NA>
15464000,15.3,USGS,1,"L MINOOK C NR RAMPART AK",<NA>,65.46619828,-150.0358545,<NA>
